LABEL-1,LABEL-2,LABEL-3,LABEL-4,LABEL-5,LABEL-6,LABEL-7,LABEL-8,LABEL-9,LABEL-10,LABEL-11,LABEL-12,LABEL-13,LABEL-14,LABEL-15,LABEL-16,LABEL-17,LABEL-18,LABEL-19,LABEL-20,LABEL-21,LABEL-22,LABEL-23,LABEL-24,LABEL-25,LABEL-26,LABEL-27,LABEL-28,LABEL-29,LABEL-30,LABEL-31,LABEL-32,LABEL-33,LABEL-34,LABEL-35,LABEL-36,LABEL-37,LABEL-38
86,,콘티넨탈 코리아,관심기업,,,,스크랩,콘티넨탈 코리아 24년 1분기 수시채용(신입/경력),웹기획,PL·PM·PO,시스템엔지니어,보안엔지니어 외,신입·경력,대졸↑,"서울, 경기, 전북",정규직,홈페이지 지원,~05/12(일),상승15,,,,,,,,,,,,,,,,,,
87,유지,㈜뷰티피플인터내셔널,관심기업,,,,스크랩,[코스메틱 브랜드 뷰티피플] 웹디자인팀/상품개발팀/해외영업팀/고객지원팀/마케팅팀/제품디자인팀/온라인팀/구매팀 채용,경영·비즈니스기획,마케팅기획,사무담당자,브랜드마케터 외,신입·경력,학력무관,서울,정규직,즉시지원,~05/17(금),,,,,,,,,,,,,,,,,,,
88,,도미노피자(청오디피케이),관심기업,,,,스크랩,도미노피자 각 부문(자회사 포함) 공개 채용,경영·비즈니스기획,웹기획,마케팅기획,회계담당자 외,신입·경력,대졸↑,"서울, 경기, 충남",정규직,즉시지원,오늘마감,상승27,,,,,,,,,,,,,,,,,,
89,,주식회사 플랜엠,관심기업,,,,스크랩,플랜엠(서울지사) 각 부문별 채용,컨설턴트,법무담당자,인사담당자,회계담당자 외,신입·경력,대졸↑,"서울, 경기","정규직, 계약직",즉시지원,~05/13(월),상승10,,,,,,,,,,,,,,,,,,
90,,㈜D&O,관심기업,,,,스크랩,[LG그룹 D&O] 곤지암리조트 마케팅 대졸 신입사원 수시채용 (PB상품 기획/브랜딩),마케팅기획,경영·비즈니스기획,웹기획,컨설턴트 외,신입,대졸↑,경기,정규직,홈페이지 지원,~05/13(월),상승21,LG그룹,,,,1000대기업,82 위,1000대기업 순위 닫기,,,,,,,,,,,
91,,㈜지오앤플랜,관심기업,,,,스크랩,[워라밸/젊은기업] 퍼포먼스팀(광고관리) 담당 채용,마케팅기획,AE(광고기획자),온라인마케터,광고영업 외,신입·경력,고졸↑,"서울, 경기, 인천",정규직,즉시지원,채용 시 마감,하락15,,~05/12(일),,,,,,,,,,,,,,,,
92,,펀앤아이,관심기업,,,,스크랩,"[펀비어킹] 35년차 외식본사 (메뉴개발 R&D(치킨브랜드), 슈퍼바이저, 가맹영업&점포개발)",마케팅기획,컨설턴트,사무담당자,총무 외,신입·경력,학력무관,서울,정규직,즉시지원,채용 시 마감,상승6,,~05/31(금),,,,,,,,,,,,,,,,
93,,㈜우양,관심기업,,,,스크랩,각 부문 정규직 채용 (연구개발/환경부/공무팀/생산OP),마케팅기획,공무,총무,생산·공정관리자 외,신입·경력,학력무관,"서울, 충남, 전북",정규직,즉시지원,채용 시 마감,하락7,,~05/17(금),,,,,,,,,,,,,,,,
94,,아이딕스,관심기업,,,,스크랩,"온라인MD,AMD / 디자인,상세페이지, 촬영 / 세무 재고 [온라인 홈데코/뷰티]",경영·비즈니스기획,마케팅기획,웹기획,경영지원 외,신입·경력,초대졸↑,서울,정규직,즉시지원,~06/01(토),하락11,,,,,,,,,,,,,,,,,,
95,,디에이전시㈜,관심기업,,,,스크랩,서울본사 - 디지털마케팅AE (월 인센 별도) 프로마케터 채용,마케팅기획,AE(광고기획자),온라인마케터,광고디자이너 외,신입·경력,초대졸↑,"서울, 경기",정규직,즉시지원,채용 시 마감,상승34,,~05/15(수),,,,,,,,,,,,,,,,
96,,㈜해커스어학원,관심기업,,,,스크랩,해커스 교육그룹 직원전환형 인턴 채용,마케팅기획,사무보조,브랜드마케터,온라인마케터 외,인턴·신입·경력,대졸↑,"서울, 전국",인턴,홈페이지 지원,~05/08(수),하락48,,,,,,,,,,,,,,,,,,
97,,㈜로즈맘,관심기업,,,,스크랩,[여성의류쇼핑몰] 2024년 상반기 각 분야 채용,마케팅기획,사무보조,AE(광고기획자),온라인마케터 외,신입·경력,고졸↑,"서울, 인천",정규직,즉시지원,내일마감,하락5,,,,,,,,,,,,,,,,,,
98,,한온시스템㈜,관심기업,,,,스크랩,한온시스템(주) 2024 상반기 채용연계형 인턴십,경영·비즈니스기획,R&D·연구원,생산·공정관리자,,인턴·신입,대졸↑,"경기, 대전",인턴,홈페이지 지원,~05/20(월),NEWNEW,,,,,,,,,,,,,,,,,,
99,,㈜중앙,관심기업,,,,스크랩,법인영업부 / 업계 최대 급여 및 인센티브 (급여제도 선택가능),경영·비즈니스기획,마케팅기획,컨설턴트,사무담당자 외,경력무관,학력무관,"서울, 경기, 인천 외",위촉직/개인사업자,즉시지원,~05/31(금),하락2,,,,,,,,,,,,,,,,,,
100,,㈜인정에프앤비,관심기업,,,,스크랩,온라인영업MD(경력)및 영업지원(AMD) 모집,마케팅기획,퍼포먼스마케터,브랜드마케터,CRM마케터 외,신입·경력,학력무관,"서울, 경기",정규직,즉시지원,~05/24(금),상승3,,,,,,,,,,,,,,,,,,
